# flight_no,dep,arr,dep_time,arr_time,price,category
RUS9040,AYAN,AYDK,0900,1000,50,tour_png
SBI3064,UHBB,UUDD,2100,0030,708,base
SVR350,UHBB,UUDD,1150,1345,708,base
AFL6256,UHBB,UUEE,1050,1220,706,base
SHU2310,UHBE,UHBB,1050,1150,180,base
SHU2312,UHBW,UHBB,1130,1300,205,base
RUS0026,UHHH,RJAA,0930,1020,293,base
AFL2150,UHHH,UACC,0930,1230,585,base
SYL2101,UHHH,UEEE,2235,0005,299,base
SYL296,UHHH,UEEE,1900,2030,299,base
SYL296,UHHH,UEEE,1220,1350,299,base
SYL296,UHHH,UEEE,1715,1845,299,base
SYL2131,UHHH,UELL,1745,1845,262,base
SYL2131,UHHH,UELL,1250,1350,262,base
SHU2309,UHHH,UHBB,0715,0805,207,base
SHU2311,UHHH,UHBB,0730,0820,207,base
SHU2477,UHHH,UHBB,1445,1520,207,base
SHU4720,UHHH,UHKM,1205,1315,180,base
SYL2105,UHHH,UHMA,0610,1225,449,base
RUS0143,UHHH,UHMD,0930,1020,488,base
AFL5612,UHHH,UHMM,1130,1455,306,base
SHU5612,UHHH,UHMM,1130,1455,306,base
SHU4591,UHHH,UHNN,0700,0835,211,base
SHU4595,UHHH,UHNN,0700,0835,211,base
SHU4597,UHHH,UHNN,1615,1750,211,base
AFL5684,UHHH,UHPP,1100,1535,315,base
RUS0078,UHHH,UHPP,0800,1010,315,base
SHU5684,UHHH,UHPP,1100,1535,315,base
SHU5784,UHHH,UHPP,0900,1325,315,base
SHU4607,UHHH,UHSK,1205,1415,198,base
SHU4599,UHHH,UHSN,1400,1705,213,base
AFL5626,UHHH,UHSS,0810,1030,207,base
AFL5628,UHHH,UHSS,1320,1540,207,base
AFL6660,UHHH,UHSS,0930,1200,207,base
RUS0073,UHHH,UHSS,0700,0800,207,base
SHU4605,UHHH,UHSS,1250,1540,207,base
SHU5624,UHHH,UHSS,1940,2200,207,base
SHU5626,UHHH,UHSS,0810,1030,207,base
SHU5628,UHHH,UHSS,1320,1540,207,base
SHU5724,UHHH,UHSS,0740,1000,207,base
AFL5601,UHHH,UHWW,1915,2035,209,base
AFL5603,UHHH,UHWW,0820,0940,209,base
AFL6556,UHHH,UHWW,1520,1655,209,base
SHU5601,UHHH,UHWW,1915,2035,209,base
SHU5603,UHHH,UHWW,0820,0940,209,base
SHU5619,UHHH,UHWW,0750,0910,209,base
SHU4534,UHHH,UIAA,0100,0250,304,base
SYL2134,UHHH,UIAA,0950,1140,304,base
SYL2134,UHHH,UIAA,2040,2230,304,base
AFL5652,UHHH,UIII,2220,2350,363,base
SYL2114,UHHH,UIUU,0400,0520,343,base
SYL2114,UHHH,UIUU,1410,1530,343,base
RUS0263,UHHH,ULLI,0930,1020,780,base
AFL5640,UHHH,UNKL,1940,2055,438,base
AFL6884,UHHH,UNKL,1600,1720,438,base
AFL5642,UHHH,UNNT,1925,2140,499,base
AURUS36,UHHH,UNNT,1024,1452,499,base
RUS0114,UHHH,UNNT,0730,1230,499,base
SBI5238,UHHH,UNNT,0840,1100,499,base
SBI5238,UHHH,UNNT,1300,1500,499,base
SBI5254,UHHH,UNNT,1700,1900,499,base
SBI5266,UHHH,UNNT,2300,0100,499,base
SHU5642,UHHH,UNNT,1925,2140,499,base
AFL1711,UHHH,UUEE,0955,1105,766,base
AFL1713,UHHH,UUEE,1345,1450,766,base
AFL1715,UHHH,UUEE,1345,1450,766,base
AFL1719,UHHH,UUEE,0730,0845,766,base
AFL6288,UHHH,UUEE,0955,1050,766,base
RUS0090,UHHH,UUEE,1300,1940,766,base
RUS0113,UHHH,UUEE,2315,0615,766,base
SDM6298,UHHH,UUEE,1545,1645,766,base
RUS0121,UHHH,WIII,0000,0750,827,base
AFL5430,UHHH,ZBAD,2355,0105,323,base
AFL850,UHHH,ZJSY,2045,0120,548,base
RUS0033,UHHH,ZSPD,0930,1020,365,base
AFL5456,UHHH,ZYHB,1915,1855,222,base
RUS0124,UHHH,ZYHB,0930,1020,222,base
SHU5456,UHHH,ZYHB,1915,1855,222,base
SHU4721,UHKM,UHHH,1405,1515,180,base
SHU2652,UHKM,UHSS,1105,1325,172,base
SYL2106,UHMA,UHHH,1345,1615,449,base
RUS0242,UHMA,ULAA,0930,1020,666,base
AFL6866,UHMA,UUEE,1425,1330,770,base
RUS0144,UHMD,UHMK,0930,1020,80,base
SHU2616,UHMK,UHMM,1210,1440,262,base
RUS0145,UHMK,UHMP,0930,1020,76,base
AFL5613,UHMM,UHHH,1620,1755,306,base
SHU5613,UHMM,UHHH,1620,1755,306,base
RUS0150,UHMM,UHMD,0930,1020,205,base
SHU2615,UHMM,UHMK,1220,1650,262,base
RUS0080,UHMM,UHPP,1325,1440,235,base
SHU2602,UHMM,UHPP,1220,1435,235,base
SHU2604,UHMM,UHPP,1540,1910,235,base
SHU5633,UHMM,UHWW,1230,1455,365,base
AFL6836,UHMM,UNKL,1840,1925,473,base
SBI5220,UHMM,UNNT,1010,1135,532,base
SBI5220,UHMM,UNNT,1330,1730,532,base
AFL6290,UHMM,UUEE,1430,1400,735,base
RUS0092,UHMM,UUEE,1300,1940,735,base
SDM6290,UHMM,UUEE,1430,1400,735,base
SYL736,UHMP,UEEE,1440,1450,343,base
RUS0146,UHMP,UESO,1440,1020,106,base
RUS0248,UHMP,UHWW,0930,1020,505,base
SBI5284,UHMP,UNNT,1500,2000,576,base
RUS0249,UHMP,UUEE,0930,1020,700,base
SHU4592,UHNN,UHHH,0935,1105,211,base
SHU4596,UHNN,UHHH,0935,1105,211,base
SHU4598,UHNN,UHHH,1850,2020,211,base
SHU3006,UHNN,UHSN,1100,1330,161,base
RUS0292,UHPP,UESB,0930,1020,171,base
IAE368,UHPP,UHBB,1030,1200,356,base
AFL5685,UHPP,UHHH,1650,1745,315,base
SHU5685,UHPP,UHHH,1650,1745,315,base
RUS0079,UHPP,UHMM,1110,1225,235,base
SHU2603,UHPP,UHMM,0950,1120,235,base
RUS0081,UHPP,UHSS,1540,1740,277,base
SHU4614,UHPP,UHSS,1820,1945,277,base
AFL5715,UHPP,UHWW,1825,1950,363,base
SBI6216,UHPP,UHWW,1330,1530,363,base
SHU5617,UHPP,UHWW,0929,1020,363,base
AFL1733,UHPP,UNKL,2015,2105,550,base
SBI5250,UHPP,UNNT,1135,1310,612,base
SBI5250,UHPP,UNNT,1330,1630,612,base
AFL1731,UHPP,UUEE,1240,1220,834,base
AFL5813,UHPP,UUEE,1600,1625,834,base
RUS0086,UHPP,UUEE,0730,1530,834,base
SHU1012,UHSA,UHSS,1140,1340,191,base
SHU1014,UHSA,UHSS,1640,1840,191,base
SHU1112,UHSA,UHSS,1110,1310,191,base
SHU4606,UHSH,UHHH,1310,1400,224,base
SHU3631,UHSH,UHSS,1210,1400,220,base
SHU3633,UHSH,UHSS,1435,1625,220,base
SHU4604,UHSI,UHSS,1640,1755,191,base
SHU4618,UHSI,UHSS,1330,1445,191,base
SHU4620,UHSI,UHSS,1415,1530,191,base
SHU4608,UHSK,UHHH,1505,1515,198,base
SHU1002,UHSK,UHSS,1520,1630,165,base
SHU4622,UHSM,UHSS,1215,1335,187,base
SHU4600,UHSN,UHHH,1140,1300,213,base
SHU3005,UHSN,UHNN,1300,1330,161,base
SHU4636,UHSN,UHSS,1755,1925,202,base
SHU1006,UHSO,UHSS,1550,1740,189,base
RUS0204,UHSS,RJCW,0930,1020,152,base
AFL5629,UHSS,UBII,1650,1710,222,base
SHU2476,UHSS,UHBB,1415,1430,264,base
AFL5627,UHSS,UHHH,1140,1200,207,base
AFL5629,UHSS,UHHH,1650,1710,207,base
AFL6659,UHSS,UHHH,1330,1400,207,base
RUS0082,UHSS,UHHH,1840,1950,207,base
SHU5623,UHSS,UHHH,2035,2055,207,base
SHU5625,UHSS,UHHH,0930,0950,207,base
SHU5627,UHSS,UHHH,1140,1200,207,base
SHU5629,UHSS,UHHH,1650,1710,207,base
SHU5725,UHSS,UHHH,1510,1530,207,base
SHU2651,UHSS,UHKM,1000,1025,172,base
SHU4613,UHSS,UHPP,1345,1705,277,base
SHU1011,UHSS,UHSA,0900,1100,191,base
SHU1013,UHSS,UHSA,1400,1600,191,base
SHU1111,UHSS,UHSA,0830,1030,191,base
SHU3630,UHSS,UHSH,0930,1120,220,base
SHU3632,UHSS,UHSH,1155,1345,220,base
SHU4603,UHSS,UHSI,1445,1550,191,base
SHU4617,UHSS,UHSI,1135,1240,191,base
SHU4619,UHSS,UHSI,1220,1325,191,base
SHU1001,UHSS,UHSK,1330,1440,165,base
SHU4621,UHSS,UHSM,0955,1110,187,base
SHU4635,UHSS,UHSN,0920,1050,202,base
SHU1005,UHSS,UHSO,1320,1510,189,base
AFL5609,UHSS,UHWW,1000,1040,238,base
AFL5609,UHSS,UHWW,1020,1040,238,base
AFL5681,UHSS,UHWW,1435,1515,238,base
RUS0076,UHSS,UHWW,1800,1930,238,base
SBI6202,UHSS,UHWW,1030,1230,238,base
SBI6204,UHSS,UHWW,1830,2030,238,base
SHU5681,UHSS,UHWW,1545,1625,238,base
SHU2458,UHSS,UNKL,1755,1905,493,base
SHU4744,UHSS,UNKL,2140,2250,493,base
SBI5258,UHSS,UNNT,0940,1140,557,base
SBI5258,UHSS,UNNT,1330,1730,557,base
AFL1243,UHSS,UUEE,1500,1545,823,base
AFL1745,UHSS,UUEE,1145,1215,823,base
AFL6284,UHSS,UUEE,1145,1215,823,base
RUS0088,UHSS,UUEE,0630,1430,823,base
RUS0074,UHSS,ZBAD,0900,1230,370,base
SHU4696,UHSS,ZBAD,0015,0115,370,base
SHU4698,UHSS,ZYHB,0840,0855,273,base
SHU504,UHTG,UTER,1240,1315,143,base
SHU514,UHTR,UHWW,1130,1230,147,base
SHU514,UHTR,UHWW,1105,1205,147,base
SHU506,UHWE,UTER,1325,1435,167,base
SHU518,UHWK,UHWW,1100,1215,163,base
SHU526,UHWP,UHWW,1515,1650,180,base
RUS0130,UHWW,RJAA,0930,1020,257,base
RUS0250,UHWW,RKSI,0930,1020,228,base
SBI6207,UHWW,UEEE,1910,2120,352,base
SBI6207,UHWW,UEEE,1200,1430,352,base
SYL492,UHWW,UEEE,1540,1800,352,base
SYL492,UHWW,UEEE,1915,2135,352,base
SYL492,UHWW,UEEE,0140,0350,352,base
AFL6890,UHWW,UHBB,1435,1600,233,base
SHU2461,UHWW,UHBB,0610,0740,233,base
AFL5600,UHWW,UHHH,0845,1005,209,base
AFL5602,UHWW,UHHH,1645,1805,209,base
AFL6555,UHWW,UHHH,2000,2125,209,base
RUS0077,UHWW,UHHH,2030,2200,209,base
SHU5600,UHWW,UHHH,0930,1020,209,base
SHU5602,UHWW,UHHH,0930,1020,209,base
SHU5618,UHWW,UHHH,0930,1020,209,base
SHU5632,UHWW,UHMM,0650,1105,365,base
RUS0247,UHWW,UHMP,0930,1020,505,base
AFL5714,UHWW,UHPP,1200,1710,363,base
SBI6215,UHWW,UHPP,1000,1300,363,base
SHU5614,UHWW,UHPP,0735,1245,363,base
AFL5608,UHWW,UHSS,1700,1940,238,base
AFL5680,UHWW,UHSS,1045,1325,238,base
AFL5680,UHWW,UHSS,1125,1405,238,base
SBI6201,UHWW,UHSS,0800,1000,238,base
SBI6203,UHWW,UHSS,1600,1800,238,base
SHU513,UHWW,UHTR,0950,1040,147,base
SHU513,UHWW,UHTR,0925,1015,147,base
SHU517,UHWW,UHWK,0900,1020,163,base
SHU525,UHWW,UHWP,1300,1435,180,base
SHU4724,UHWW,UIAA,2135,0015,315,base
SHU4742,UHWW,UIAA,2135,0010,315,base
SBI6404,UHWW,UIII,0745,1005,370,base
SBI6404,UHWW,UIII,1300,1530,370,base
SVR366,UHWW,UIII,0020,0445,370,base
SHU4740,UHWW,UIUU,2050,2250,350,base
SYL2141,UHWW,UIUU,1550,1750,350,base
AFL1707,UHWW,UNKL,1710,1940,453,base
AFL5648,UHWW,UNKL,0800,1010,453,base
AFL6902,UHWW,UNKL,1640,1855,453,base
SBI5202,UHWW,UNNT,0830,1230,513,base
SBI5204,UHWW,UNNT,1230,1630,513,base
SBI5206,UHWW,UNNT,1630,2030,513,base
SBI5208,UHWW,UNNT,2030,0030,513,base
SHU523,UHWW,UTER,0925,1115,187,base
AFL1701,UHWW,UUEE,0840,1030,796,base
AFL1703,UHWW,UUEE,1340,1520,796,base
AFL1705,UHWW,UUEE,1205,1355,796,base
AFL1709,UHWW,UUEE,1925,2110,796,base
AFL1727,UHWW,UUEE,1545,1735,796,base
AFL5803,UHWW,UUEE,1340,1620,796,base
AURUS42,UHWW,UUEE,1300,2300,800,base
RUS0084,UHWW,UUEE,0830,1606,796,base
RUS0234,UHWW,UUGG,0930,1020,125,base
AFL5805,UHWW,UUWW,1205,1430,799,base
AFL644,UHWW,VTBS,1040,1450,587,base
SBI6261,UHWW,VTBS,0100,0530,587,base
CCA812,UHWW,ZBAA,1815,1845,279,base
SBI6241,UHWW,ZBAA,0900,1130,279,base
AFL5602,UHWW,ZBAD,1645,0111,284,base
KOR272,UHWW,ZKPY,1405,1455,218,base
SBI6245,UHWW,ZSSS,1100,1330,310,base
SDM6645,UHWW,ZYHB,0500,0435,200,base
SHU5472,UHWW,ZYHB,0150,0115,200,base
SHU4535,UIAA,UHHH,0405,0745,304,base
SYL2133,UIAA,UHHH,1310,1645,304,base
SYL2133,UIAA,UHHH,2330,0300,304,base
SHU4725,UIAA,UHWW,0150,0615,315,base
SHU4743,UIAA,UHWW,0125,0550,315,base
SBI6424,UIAA,UIII,1100,1300,207,base
SBI6426,UIAA,UIII,1830,2030,207,base
SBI7104,UIAA,UIII,0200,0400,207,base
RUS0158,UIAA,UIUU,0930,1020,187,base
AFL6820,UIAA,UNKL,1625,1645,288,base
SBI5222,UIAA,UNNT,1200,1430,348,base
SBI5224,UIAA,UNNT,2000,2230,348,base
RWZ1060,UIAA,UNTT,1200,1315,332,base
SVR623,UIAA,USSS,1115,1200,475,base
SBI3046,UIAA,UUDD,1030,1300,616,base
SBI3048,UIAA,UUDD,1630,1900,616,base
SBI3050,UIAA,UUDD,2300,0200,616,base
SBI6444,UIBB,UIII,0930,1100,196,base
SBI6446,UIBB,UIII,1630,1800,196,base
RUS0169,UIBB,UIUU,0930,1020,200,base
RUS0170,UIBB,UIUU,0930,1020,200,base
RUS0171,UIBB,UIUU,0930,1020,200,base
RUS0172,UIBB,UIUU,0930,1020,200,base
RUS0173,UIBB,UIUU,0930,1020,200,base
RUS0178,UIBB,UNKL,0930,1020,202,base
SBI5216,UIBB,UNNT,1000,1130,266,base
SBI5218,UIBB,UNNT,1500,1630,266,base
SBI3042,UIBB,UUDD,1030,1300,524,base
SYL635,UIII,UAAA,1210,1320,367,base
SBI6327,UIII,UCFO,1100,1230,414,base
SBI6401,UIII,UEEE,0105,0455,330,base
SBI6401,UIII,UEEE,0700,0930,330,base
SYL494,UIII,UEEE,2230,0220,330,base
SYL494,UIII,UEEE,0030,0425,330,base
SBI6447,UIII,UEMN,1000,1230,414,base
AFL5653,UIII,UHHH,0100,0610,363,base
SHU5653,UIII,UHHH,0100,0610,363,base
SBI6403,UIII,UHWW,0800,1230,370,base
SVR365,UIII,UHWW,1855,2300,370,base
SBI6423,UIII,UIAA,0800,1030,207,base
SBI6425,UIII,UIAA,1600,1830,207,base
SBI7103,UIII,UIAA,2330,0200,207,base
SBI6443,UIII,UIBB,0730,0900,196,base
SBI6445,UIII,UIBB,1500,1630,196,base
UTA6238,UIII,UIBB,1700,1845,196,base
UTA165,UIII,UITT,0640,0800,198,base
UTA234,UIII,UITT,1305,1425,198,base
UTA284,UIII,UITT,1000,1120,198,base
SBI6427,UIII,UIUU,0730,1000,158,base
SBI6429,UIII,UIUU,1500,1730,158,base
SBI7107,UIII,UIUU,2200,0030,158,base
AFL6002,UIII,ULLI,1240,1350,585,base
SBI6409,UIII,ULLI,0800,1130,585,base
SBI6411,UIII,ULLI,1800,2130,585,base
SBI6457,UIII,UNAA,0900,1100,235,base
SBI6453,UIII,UNBG,0830,1015,273,base
SBI6455,UIII,UNBG,1630,1815,273,base
AFL6678,UIII,UNKL,0515,0605,235,base
AFL6882,UIII,UNKL,1230,1320,235,base
SBI6431,UIII,UNKL,0700,0800,235,base
SBI6433,UIII,UNKL,1300,1400,235,base
SBI5226,UIII,UNNT,0830,1030,290,base
SBI5228,UIII,UNNT,0645,0815,290,base
SBI5228,UIII,UNNT,1030,1230,290,base
SBI5230,UIII,UNNT,1230,1430,290,base
SBI5232,UIII,UNNT,1430,1630,290,base
SBI5234,UIII,UNNT,1630,1830,290,base
SBI5236,UIII,UNNT,1830,2030,290,base
SBI5240,UIII,UNNT,2230,0030,290,base
SBI5268,UIII,UNNT,0030,0230,290,base
SBI5286,UIII,UNNT,0130,0330,290,base
SBI6451,UIII,UNOO,0930,1115,348,base
UTA158,UIII,UNTT,0550,0835,277,base
SBI6345,UIII,URSS,1000,1230,616,base
SBI6347,UIII,URSS,1400,1630,616,base
SBI6417,UIII,URSS,2000,2230,616,base
SBI6415,UIII,USSS,1120,1240,422,base
SBI6415,UIII,USSS,0900,1100,422,base
SBI6331,UIII,UTFA,1000,1230,416,base
SBI6329,UIII,UTFF,1200,1330,420,base
SBI3018,UIII,UUDD,0930,1040,561,base
SBI3018,UIII,UUDD,0600,0830,561,base
SBI3020,UIII,UUDD,1200,1430,561,base
SBI3022,UIII,UUDD,2000,2230,561,base
SVR106,UIII,UUDD,0735,0830,561,base
SVR106,UIII,UUDD,2335,0530,561,base
AFL1443,UIII,UUEE,0950,1105,561,base
AFL1563,UIII,UUEE,1320,1435,561,base
SBI6419,UIII,UWUU,1100,1300,455,base
SBI6301,UIII,VTBS,0100,0630,572,base
SBI6305,UIII,VTBS,0900,1430,572,base
SBI6307,UIII,VTBS,1300,1830,572,base
SBI6309,UIII,VTBS,1700,2230,572,base
SBI6317,UIII,VTBS,2300,0430,572,base
SBI6321,UIII,VTSP,1300,1730,638,base
SBI6323,UIII,VTUJ,1200,1630,557,base
SBI6335,UIII,VTUJ,2000,2430,557,base
AFL840,UIII,VVCR,0700,1250,592,base
SBI6311,UIII,ZBAA,0900,1230,308,base
SBI6319,UIII,ZGGG,1000,1430,471,base
RUS0286,UIII,ZJSY,0930,1020,520,base
SBI6325,UIII,ZSSS,1100,1430,414,base
UTA166,UITT,UIII,1550,1710,198,base
UTA233,UITT,UIII,0905,1025,198,base
UTA283,UITT,UIII,1220,1340,198,base
RUS0151,UIUN,UKHZ,0930,1020,79,base
SYL414,UIUU,UEEE,1530,1910,319,base
SYL2113,UIUU,UHHH,0620,1120,343,base
SYL2113,UIUU,UHHH,1630,2135,343,base
SHU2445,UIUU,UHWW,0655,1240,350,base
SHU4741,UIUU,UHWW,0005,0600,350,base
SYL2142,UIUU,UHWW,1855,0040,350,base
RUS0157,UIUU,UIAA,0930,1020,187,base
RUS0174,UIUU,UIBB,0930,1020,209,base
RUS0175,UIUU,UIBB,0930,1020,209,base
RUS0176,UIUU,UIBB,0930,1020,209,base
RUS0177,UIUU,UIBB,0930,1020,209,base
SBI6428,UIUU,UIII,1030,1230,158,base
SBI6430,UIUU,UIII,1730,1930,158,base
SBI7108,UIUU,UIII,0030,0230,158,base
RWZ1052,UIUU,UNEE,0840,1015,290,base
SHU2452,UIUU,UNKL,1120,1215,255,base
SBI5252,UIUU,UNNT,1100,1330,312,base
SBI5256,UIUU,UNNT,1900,2130,312,base
SBI3032,UIUU,UUDD,1030,1300,583,base
SBI3034,UIUU,UUDD,1430,1700,583,base
SBI3036,UIUU,UUDD,2230,0100,583,base
AFL1455,UIUU,UUEE,0915,1055,583,base
AFL1477,UIUU,UUEE,0610,0750,583,base
AUL562,UIUU,UUEE,1245,1650,583,base
AUL562,UIUU,UUEE,1120,1245,583,base
AUL526,UKFF,ULLI,0005,0235,310,base
AUL526,UKFF,ULLI,2050,2320,310,base
AUL554,UKFF,UUEE,1530,1745,271,base
AUL554,UKFF,UUEE,1305,1530,271,base
RUS0116,UKOH,UUEE,0930,1020,255,base
RUS0260,ULAA,EFHK,0930,1020,240,base
RUS0241,ULAA,UHMA,0930,1020,666,base
AUL307,ULAA,ULAM,1320,1435,211,base
AUL307,ULAA,ULAM,1205,1320,211,base
AUL3307,ULAA,ULAM,1140,1255,211,base
AFL2849,ULAA,ULLI,2135,2315,222,base
AFL6302,ULAA,ULLI,1240,1420,222,base
AFL6308,ULAA,ULLI,0715,0855,222,base
AUL145,ULAA,ULLI,1110,1305,222,base
AUL145,ULAA,ULLI,1240,1435,222,base
AUL145,ULAA,ULLI,1550,1720,222,base
AUL147,ULAA,ULLI,1750,1945,222,base
AUL147,ULAA,ULLI,1920,2115,222,base
AUL149,ULAA,ULLI,2010,2205,222,base
AUL149,ULAA,ULLI,2140,2335,222,base
AUL151,ULAA,ULLI,1430,1625,222,base
AUL151,ULAA,ULLI,1745,1915,222,base
SDM6302,ULAA,ULLI,1240,1420,222,base
AUL175,ULAA,UMKK,1850,2120,299,base
AUL175,ULAA,UMKK,1715,2120,299,base
AUL163,ULAA,URSS,1445,1835,378,base
AUL163,ULAA,URSS,1925,2305,378,base
AUL120,ULAA,UUDD,1605,1810,249,base
AUL120,ULAA,UUDD,1800,1950,249,base
RUS0111,ULAA,UUDD,1559,1741,249,base
AFL1335,ULAA,UUEE,0600,0750,244,base
AFL6504,ULAA,UUEE,1105,1300,244,base
AFL6994,ULAA,UUEE,2120,2310,244,base
AUL115,ULAA,UUEE,0700,0900,244,base
AUL115,ULAA,UUEE,0855,1045,244,base
AUL116,ULAA,UUEE,0700,0855,244,base
AUL116,ULAA,UUEE,1805,2010,244,base
AUL116,ULAA,UUEE,1955,2145,244,base
AUL218,ULAA,UUEE,1725,1930,244,base
AUL218,ULAA,UUEE,2130,2320,244,base
AUL218,ULAA,UUEE,1950,2135,244,base
OAO572,ULAE,ULAH,0930,1020,160,base
OAO571,ULAH,ULAE,0930,1020,160,base
RUS0258,ULAH,ULAS,0930,1020,160,base
AUL308,ULAM,ULAA,1410,1525,211,base
AUL3308,ULAM,ULAA,1345,1500,211,base
AUL510,ULAM,ULLI,1235,1445,286,base
AUL510,ULAM,ULLI,1420,1635,286,base
UTA334,ULAM,UUWW,1150,1440,301,base
UTA6426,ULAM,UWUU,1730,2220,290,base
RUS0259,ULAS,ULAH,0930,1020,160,base
RUS0268,ULLI,EYKA,0930,1020,211,base
AFL786,ULLI,LTAI,1255,1852,396,base
AFL786,ULLI,LTAI,0955,1550,396,base
AFL6963,ULLI,LTFM,1005,1600,350,base
SDM6963,ULLI,LTFM,1005,1556,350,base
AFL6909,ULLI,OMDW,1110,1810,574,base
SDM6909,ULLI,OMDW,0930,1700,574,base
AFL6531,ULLI,UAAA,0050,0735,502,base
UTA731,ULLI,UBBB,1050,1610,396,base
SVR2733,ULLI,UCFO,1520,2025,502,base
AFL6923,ULLI,UDYZ,0940,1450,381,base
SYL488,ULLI,UEEE,1525,0400,627,base
SYL488,ULLI,UEEE,1640,0515,627,base
RWZ701,ULLI,UGTB,1255,1800,367,base
RWZ703,ULLI,UGTB,0155,0700,367,base
AFL6319,ULLI,UGVV,1405,1500,227,base
RUS0236,ULLI,UHHH,0930,1020,775,base
RUS0265,ULLI,UHWW,0930,1020,810,base
AFL6001,ULLI,UIII,0025,1115,585,base
SBI6410,ULLI,UIII,1200,1430,585,base
SBI6412,ULLI,UIII,2200,0030,585,base
AUL525,ULLI,UKFF,1655,1950,310,base
AFL2848,ULLI,ULAA,1900,2035,222,base
AFL6301,ULLI,ULAA,1005,1140,222,base
AFL6307,ULLI,ULAA,2150,2325,222,base
AUL146,ULLI,ULAA,1020,1215,222,base
AUL146,ULLI,ULAA,0850,1055,222,base
AUL148,ULLI,ULAA,1520,1715,222,base
AUL148,ULLI,ULAA,1350,1555,222,base
AUL148,ULLI,ULAA,1800,1930,222,base
AUL150,ULLI,ULAA,1815,2020,222,base
AUL152,ULLI,ULAA,2340,0135,222,base
AUL152,ULLI,ULAA,1535,1705,222,base
RUS0110,ULLI,ULAA,1350,1459,222,base
SDM6301,ULLI,ULAA,1005,1140,222,base
AUL509,ULLI,ULAM,1155,1405,286,base
AUL509,ULLI,ULAM,1015,1250,286,base
AFL6813,ULLI,ULMK,1145,1330,233,base
AFL2850,ULLI,ULMM,0730,0920,246,base
AFL6341,ULLI,ULMM,0825,1020,246,base
AFL6343,ULLI,ULMM,2210,0005,246,base
AFL6345,ULLI,ULMM,1735,1920,246,base
AUL507,ULLI,ULMM,1000,1155,246,base
AUL517,ULLI,ULMM,1530,1720,246,base
AUL517,ULLI,ULMM,1650,1845,246,base
AUL517,ULLI,ULMM,1500,1655,246,base
AUL517,ULLI,ULMM,1350,1540,246,base
AUL520,ULLI,ULMM,2015,2210,246,base
SDM6341,ULLI,ULMM,0825,1020,246,base
RUS0166,ULLI,ULPB,0930,1020,173,base
AFL6321,ULLI,UMKK,1000,1055,227,base
AFL6323,ULLI,UMKK,0830,0925,227,base
AFL6325,ULLI,UMKK,1825,1910,227,base
AFL6329,ULLI,UMKK,1650,1745,227,base
AFL6331,ULLI,UMKK,2010,2055,227,base
AFL6333,ULLI,UMKK,0655,0750,227,base
AUL505,ULLI,UMKK,0930,1055,227,base
AUL505,ULLI,UMKK,0840,0955,227,base
AUL513,ULLI,UMKK,1350,1515,227,base
AUL533,ULLI,UMKK,1315,1440,227,base
AUL539,ULLI,UMKK,2030,2155,227,base
SVR391,ULLI,UMKK,1445,1640,227,base
BRU940,ULLI,UMMS,1525,1655,213,base
NWS313,ULLI,UNBB,2120,0540,464,base
NWS317,ULLI,UNEE,2320,0740,466,base
AFL2806,ULLI,UNKL,1045,1935,495,base
AFL6571,ULLI,UNKL,1050,1935,495,base
AFL6573,ULLI,UNKL,2005,0450,495,base
TYA302,ULLI,UNKL,2030,0540,495,base
AFL2810,ULLI,UNNT,2140,0605,449,base
AUL571,ULLI,UNNT,2245,0510,449,base
AURUS14,ULLI,UNNT,1834,2308,449,base
SBI5002,ULLI,UNNT,0300,0530,449,base
SBI5004,ULLI,UNNT,1350,2210,449,base
SBI5004,ULLI,UNNT,0700,0930,449,base
SBI5006,ULLI,UNNT,1100,1330,449,base
SBI5008,ULLI,UNNT,1500,1730,449,base
AFL6471,ULLI,UNOO,2255,0530,400,base
AUL523,ULLI,URKA,1505,1740,315,base
AUL595,ULLI,URKG,0855,1210,321,base
UTA291,ULLI,URKG,1020,1515,321,base
AFL2954,ULLI,URKK,0535,1010,319,base
AFL2954,ULLI,URKK,0450,0925,319,base
AFL6315,ULLI,URKK,1210,1650,319,base
AUL585,ULLI,URKK,1630,1920,319,base
AFL6133,ULLI,URMG,0755,1140,352,base
AFL6065,ULLI,URML,1105,1440,365,base
AFL2814,ULLI,URMM,1450,1855,337,base
AFL6353,ULLI,URMM,1125,1525,337,base
AUL541,ULLI,URMM,1515,1840,337,base
AUL515,ULLI,URRP,1015,1225,295,base
AUL535,ULLI,URRP,1550,1830,295,base
AFL2384,ULLI,URSS,1920,2350,337,base
AFL2830,ULLI,URSS,1315,1735,337,base
AFL2834,ULLI,URSS,1920,2350,337,base
AFL2856,ULLI,URSS,1040,1510,337,base
AFL6563,ULLI,URSS,0805,1230,337,base
AFL6565,ULLI,URSS,2100,0130,337,base
AUL545,ULLI,URSS,0845,1200,337,base
AUL545,ULLI,URSS,0900,1325,337,base
AUL547,ULLI,URSS,1520,1825,337,base
SVR181,ULLI,URSS,1335,1800,337,base
AFL6117,ULLI,URWW,0910,1150,297,base
AFL6461,ULLI,USCC,0035,0525,334,base
AFL6463,ULLI,USCC,0835,1330,334,base
AUL527,ULLI,USCC,0100,0450,334,base
AUL527,ULLI,USCC,0230,0720,334,base
LLM856,ULLI,USDD,1235,1720,337,base
