# dep,arr,avg_price,flights_count
USRR,ULLI,374,2
USRR,UNBB,253,1
USRR,UNBG,275,2
USRR,UNNT,235,4
USRR,UNOO,218,3
USRR,UNTT,233,2
USRR,URMG,411,1
USRR,URSS,438,1
USRR,USCC,242,1
USRR,USDD,213,1
USRR,USHH,161,1
USRR,USHY,337,1
USRR,USPP,251,2
USRR,USSS,235,2
USRR,USTR,211,2
USRR,UTDL,378,1
USRR,UUEE,356,3
USRR,UUWW,359,3
USRR,UWKD,297,1
USRR,UWSG,339,2
USRR,UWUU,273,4
USRR,UWWW,308,1
USSS,HESH,521,1
USSS,LTFM,427,1
USSS,UACC,240,1
USSS,UATE,304,1
USSS,UBBB,341,1
USSS,UCFO,343,1
USSS,UDYZ,363,1
USSS,UEEE,515,1
USSS,UGSB,359,1
USSS,UGTB,345,1
USSS,UHBB,568,2
USSS,UHWW,649,1
USSS,UIAA,475,1
USSS,UIII,422,2
USSS,ULLI,323,7
USSS,ULMM,337,1
USSS,UMKK,389,3
USSS,UNKL,337,2
USSS,UNNT,282,7
USSS,UNOO,227,1
USSS,UNTT,295,1
USSS,URKK,341,1
USSS,URML,326,2
USSS,URMM,330,2
USSS,URMT,328,1
USSS,URRR,321,1
USSS,URSS,352,7
USSS,URWA,290,1
USSS,URWW,286,1
USSS,USHH,213,1
USSS,USHN,213,1
USSS,USHU,191,1
USSS,USMU,277,2
USSS,USNN,249,1
USSS,USRR,235,2
USSS,USTR,167,1
USSS,UTDD,354,2
USSS,UTDL,339,1
USSS,UTSS,339,1
USSS,UTTT,326,1
USSS,UUDD,288,6
USSS,UUEE,288,11
USSS,UWGG,251,2
USSS,UWKD,220,2
USSS,UWOO,211,1
USSS,UWUU,185,2
USSS,UWWW,224,1
USSS,VVCR,801,1
USSS,ZBAD,581,1
USTR,OMDW,508,1
USTR,UDYZ,383,1
USTR,ULLI,345,3
USTR,UNKL,310,1
USTR,UNNT,255,3
USTR,URMM,354,1
USTR,URSS,376,5
USTR,USDD,251,1
USTR,USHH,196,1
USTR,USHN,202,1
USTR,USHS,194,1
USTR,USHU,176,1
USTR,USHY,317,1
USTR,USMM,246,1
USTR,USMU,262,1
USTR,USNN,222,1
USTR,USRK,222,1
USTR,USRR,211,2
USTR,USSS,167,1
USTR,UUEE,315,5
USTR,UUWW,317,2
USTR,UWKG,246,1
USTR,UWUU,213,1
USTR,UWWW,251,1
USUU,UUDD,317,1
UTAA,UUDD,389,2
UTDD,UBBB,305,1
UTDD,ULLI,497,1
UTDD,UNKL,403,1
UTDD,UNNT,354,1
UTDD,URSS,389,1
UTDD,USSS,354,1
UTDD,UTTT,172,3
UTDD,UUWW,442,1
UTDL,UNNT,334,1
UTDL,USRR,378,1
UTDL,USSS,339,1
UTDL,USTR,334,1
UTER,UHTG,143,1
UTER,UHWE,167,1
UTER,UHWW,187,1
UTFA,UIII,416,1
UTFA,UNNT,321,1
UTFF,UIII,420,1
UTFF,UNNT,326,1
UTNU,UNNT,361,1
UTNU,UUDD,367,1
UTNU,UUEE,374,1
UTSB,UNNT,359,1
UTSB,URML,290,1
UTSB,UUEE,409,1
UTSB,UUWW,407,1
UTSS,ULLI,477,1
UTSS,UNNT,350,1
UTSS,USSS,339,1
UTSS,UTTT,165,1
UTSS,UUEE,422,1
UTSS,UUWW,422,1
UTTT,UNKL,378,1
UTTT,UNNT,326,1
UTTT,URML,323,1
UTTT,USSS,326,1
UTTT,UTDD,172,1
UTTT,UUEE,422,4
UTTT,UWWW,341,1
UUBC,UMMS,203,1
UUBW,LTAI,356,1
UUBW,UBBB,332,1
UUBW,UCFM,433,1
UUBW,UGTB,306,4
UUBW,ULLI,215,1
UUBW,UMKK,257,1
UUBW,USHN,317,1
UUBW,UTDD,436,1
UUBW,UTDK,447,1
UUBW,UTDL,427,1
UUBW,UTFF,438,1
UUBW,UTFN,431,1
UUBW,UTNU,367,1
UUBW,UTSS,416,1
UUBW,UTTT,416,1
UUBW,UUBC,150,1
UUBW,UUMO,132,1
UUDD,EGLL,396,1
UUDD,ELLX,365,1
UUDD,HESH,447,1
UUDD,LLBG,403,1
UUDD,LTAI,356,3
UUDD,LTFJ,317,2
UUDD,LTFM,315,3
UUDD,OMDB,504,4
UUDD,UASK,442,1
UUDD,UCFM,436,1
UUDD,UCFO,442,2
UUDD,UDYZ,321,2
UUDD,UEEE,634,3
UUDD,UEMN,642,1
UUDD,UGSB,301,2
UUDD,UHBB,708,4
UUDD,UIAA,616,4
UUDD,UIBB,524,1
UUDD,UIII,561,5
UUDD,UIUU,583,3
UUDD,ULAA,249,2
UUDD,ULLI,213,6
UUDD,UMKK,255,4
UUDD,UNAA,477,1
UUDD,UNBB,431,2
UUDD,UNBG,451,1
UUDD,UNEE,440,1
UUDD,UNNT,420,8
UUDD,UNOO,365,3
UUDD,UNTT,429,3
UUDD,UNWW,449,1
UUDD,UOOO,427,5
UUDD,URKG,266,1
UUDD,URKK,262,2
UUDD,URMG,290,1
UUDD,URML,301,2
UUDD,URMM,275,3
UUDD,URSS,279,12
UUDD,URWW,233,1
UUDD,USCC,293,1
UUDD,USDD,339,1
UUDD,USMU,378,2
UUDD,USRO,367,1
UUDD,USSS,288,7
UUDD,USUU,317,1
UUDD,UTAA,389,2
UUDD,UTNU,367,1
UUDD,UUEE,91,2
UUDD,UWGG,183,1
UUDD,UWKD,218,3
UUDD,UWLL,213,1
UUDD,UWPP,200,1
UUDD,UWUU,262,2
UUDD,UWWW,229,3
UUDL,ULLI,209,2
UUEE,EBCI,367,1
UUEE,EDDB,304,1
UUEE,EDDF,345,1
UUEE,EGLL,392,2
UUEE,EHAM,356,1
UUEE,EIDW,418,1
UUEE,ELLX,361,1
UUEE,EPWA,261,1
UUEE,FMCZ,944,1
UUEE,GMMX,583,1
UUEE,HECA,431,3
UUEE,HEGN,462,4
UUEE,HESH,453,3
UUEE,KBOS,884,1
UUEE,KJFK,920,1
UUEE,KLAX,1206,1
UUEE,LEBL,442,1
UUEE,LEMD,482,1
UUEE,LGAV,367,1
UUEE,LIPZ,352,1
UUEE,LLBG,409,1
UUEE,LQSA,334,1
UUEE,LSZH,361,1
UUEE,LTAI,361,7
UUEE,LTBS,365,1
UUEE,LTDB,345,1
UUEE,LTFE,363,2
UUEE,LTFM,319,7
UUEE,MMMX,1335,1
UUEE,MUHA,1181,2
UUEE,OMAA,517,2
UUEE,OMDB,510,4
UUEE,ORBI,400,1
UUEE,SBGR,1496,1
UUEE,UAAA,453,3
UUEE,UACC,372,4
UUEE,UAII,416,1
UUEE,UATE,310,1
UUEE,UBBB,339,3
UUEE,UBBG,326,1
UUEE,UCFO,449,1
UUEE,UDYZ,328,5
UUEE,UEEE,629,1
UUEE,UHHH,766,9
UUEE,UHMA,770,1
UUEE,UHMM,735,3
UUEE,UHPP,834,3
UUEE,UHSS,823,4
UUEE,UHWW,796,8
UUEE,UIII,561,3
UUEE,UIUU,583,3
UUEE,UKFF,271,1
UUEE,UKOH,255,1
UUEE,ULAA,244,11
UUEE,ULLI,207,33
UUEE,ULMK,275,1
UUEE,ULMM,290,8
UUEE,UMKK,253,14
UUEE,UMMS,211,5
UUEE,UNAA,477,1
UUEE,UNBB,433,1
UUEE,UNBG,453,2
UUEE,UNEE,440,1
UUEE,UNKL,473,4
UUEE,UNNT,420,7
UUEE,UNOO,367,3
UUEE,UNTT,431,2
UUEE,UNWW,451,3
UUEE,URKG,273,3
UUEE,URKK,268,4
UUEE,URMG,297,2
UUEE,URML,308,5
UUEE,URMM,282,8
UUEE,URMO,295,1
UUEE,URMT,271,2
UUEE,URRP,242,1
UUEE,URSS,286,12
UUEE,URWA,275,4
UUEE,URWI,262,1
UUEE,URWW,240,5
UUEE,USCC,295,3
UUEE,USCM,284,1
UUEE,USDD,337,1
UUEE,USII,246,2
UUEE,USNN,372,1
UUEE,USPP,260,5
UUEE,USRR,356,3
UUEE,USSS,288,9
UUEE,USTR,315,4
UUEE,UTNU,374,1
UUEE,UTSS,422,1
UUEE,UTTT,422,4
UUEE,UUBW,134,1
UUEE,UUDD,62,1
UUEE,UUWE,141,1
UUEE,UUYY,246,2
UUEE,UWGG,185,6
UUEE,UWKD,222,8
UUEE,UWKE,238,3
UUEE,UWKS,209,1
UUEE,UWLL,218,3
UUEE,UWOO,273,7
UUEE,UWOR,295,1
UUEE,UWPP,205,2
UUEE,UWPS,200,2
UUEE,UWSG,222,3
UUEE,UWUU,264,9
UUEE,UWWW,233,9
UUEE,VHHH,880,2
UUEE,VIDP,576,1
UUEE,VRMM,816,1
UUEE,VTBS,876,2
UUEE,VTSP,920,3
UUEE,VVCR,955,1
UUEE,WIII,1146,1
UUEE,WSSS,1036,1
UUEE,ZBAA,728,1
UUEE,ZBAD,733,1
UUEE,ZGGG,865,1
UUEE,ZJSY,889,1
UUEE,ZSPD,847,1
UUGG,UHWW,125,1
UUMO,UUBW,132,1
UUOB,URSS,231,1
UUWW,LTAI,356,4
UUWW,LTFM,315,1
UUWW,OMDW,510,2
UUWW,UAAA,453,1
UUWW,UBBB,337,1
UUWW,UDYZ,323,1
UUWW,UEEE,634,5
UUWW,ULAM,301,1
UUWW,ULLI,209,19
UUWW,UNKL,475,1
UUWW,UNNT,422,3
UUWW,URKG,268,1
UUWW,URKK,264,1
UUWW,URMG,293,3
UUWW,URML,306,1
UUWW,URMM,279,2
UUWW,URMO,293,1
UUWW,URSS,282,3
UUWW,USHS,308,1
UUWW,USRK,365,1
UUWW,USRO,370,1
UUWW,USRR,359,2
UUWW,USTR,317,2
UUWW,UTDD,442,1
UUWW,UTSB,407,1
UUWW,UTSS,422,1
UUWW,UUYS,301,1
UUWW,UUYY,249,1
UUWW,UWUU,264,3
UUYS,UUWW,301,1
UUYY,ULLI,260,5
UUYY,UUEE,246,2
UUYY,UUWW,249,1
UWGG,LTAI,378,1
UWGG,UDYZ,323,1
UWGG,ULLI,235,3
UWGG,UNBG,415,2
UWGG,UNNT,383,3
UWGG,URSS,290,3
UWGG,USSS,251,1
UWGG,UUEE,185,7
UWGG,UWKD,178,1
UWGG,UWWW,198,1
UWKD,HESH,469,1
UWKD,LTAI,392,4
UWKD,UACC,299,1
UWKD,UGSB,310,1
UWKD,UGTB,304,1
UWKD,UIII,493,1
UWKD,ULLI,268,12
UWKD,UMKK,323,1
UWKD,UNBG,382,1
UWKD,UNNT,352,6
UWKD,URKK,284,1
UWKD,URSS,295,6
UWKD,USRR,297,2
UWKD,USSS,220,1
UWKD,UUDD,218,3
UWKD,UUDL,207,1
UWKD,UUEE,222,9
UWKD,UWUU,191,2
UWKE,ULLI,282,1
UWKE,USRR,283,1
UWKE,UUEE,238,3
UWKS,URSS,295,1
UWKS,UUEE,209,1
UWKS,UUMB,213,1
UWLL,UUEE,218,2
UWLL,UWUU,196,1
UWLW,UNNT,359,2
UWOO,ULLI,323,5
UWOO,UNNT,326,3
UWOO,URSS,293,3
UWOO,USSS,211,1
UWOO,UUEE,273,7
UWOR,UUEE,295,1
UWPP,ULLI,262,2
UWPP,UUDD,200,1
UWPP,UUEE,205,2
UWPS,UUEE,200,3
UWSG,USHL,295,1
UWSG,UUEE,222,4
UWSG,UWKD,196,1
UWSS,UNNT,385,3
UWUU,HESH,482,1
UWUU,LTAI,414,1
UWUU,LTFM,389,1
UWUU,UIII,455,1
UWUU,ULLI,308,6
UWUU,UNNT,315,3
UWUU,UOII,359,2
UWUU,UOOO,370,1
UWUU,URSS,312,3
UWUU,USCC,180,1
UWUU,USHL,229,1
UWUU,USMU,315,2
UWUU,USNN,286,1
UWUU,USPP,183,1
UWUU,USRK,282,1
UWUU,USRO,290,2
UWUU,USRR,273,4
UWUU,USSS,185,3
UWUU,USTR,213,2
UWUU,UUDD,262,2
UWUU,UUEE,264,9
UWUU,UUWW,264,2
UWUU,UWKD,191,1
UWUU,ZJSY,755,1
UWWW,HEGN,462,1
UWWW,LTAI,378,1
UWWW,UDYZ,299,1
UWWW,UGTB,282,1
UWWW,ULLI,284,11
UWWW,UMKK,334,1
UWWW,UNNT,352,6
UWWW,URKK,268,2
UWWW,URSS,279,5
UWWW,USHL,264,1
UWWW,USMU,343,2
UWWW,USNN,321,1
UWWW,USSS,224,2
UWWW,USTR,251,1
UWWW,UTTT,341,1
UWWW,UUBW,230,1
UWWW,UUDD,229,3
UWWW,UUEE,233,11
UWWW,UUWW,233,1
UWWW,UWGG,198,1
VHHH,LFPO,1188,1
VHHH,LIMC,1153,1
VHHH,MROC,2233,1
VHHH,OIIE,770,2
VHHH,RJTT,431,1
VHHH,UHHH,486,1
VHHH,UUEE,880,3
VIDP,UUEE,576,1
VOGA,UNNT,585,1
VOGA,USSS,612,1
VOGA,UUEE,689,1
VRMM,UUEE,816,1
VTBS,UHHH,642,1
VTBS,UHWW,587,2
VTBS,UIII,572,4
VTBS,ULLI,935,1
VTBS,UNNT,629,2
VTBS,USSS,735,1
VTBS,UUEE,876,2
VTBS,VVPQ,200,4
VTSP,UHHH,715,2
VTSP,UHMM,888,1
VTSP,UIII,638,1
VTSP,UNKL,682,1
VTSP,USSS,785,1
VTSP,UUDD,913,1
VTSP,UUEE,920,2
VTSP,UUMB,924,1
VTUJ,UIII,557,2
VVCR,UIII,592,2
VVCR,USSS,801,1
VVCR,UUDD,950,1
VVCR,UUEE,955,1
VVPQ,RPVP,300,4
VVTS,UUEE,948,1
WADD,UUEE,1247,1
WAJJ,NWWW,490,4
WAMM,WAJJ,330,4
WIII,UHHH,827,1
WIII,UNNT,882,1
WIII,UUEE,1146,1
WIII,VTBS,372,1
WIII,WSSS,235,1
WIKK,VVTS,290,1
WMKK,YPPH,555,1
WSSS,OMDB,735,1
WSSS,UUEE,1036,1
WSSS,WIII,235,1
YBAS,VHHH,704,1
YBAS,WIII,491,1
YMHB,YMML,208,4
YPPH,YMML,412,1
YSSY,EGLL,2475,1
ZBAA,UHWW,279,2
ZBAA,UIII,308,1
ZBAA,UNNT,440,1
ZBAA,UUEE,728,1
ZBAD,UHHH,323,1
ZBAD,UHSS,370,2
ZBAD,UNKL,396,1
ZBAD,UUEE,733,1
ZGGG,KLAX,1472,1
ZGGG,UIII,471,1
ZGGG,UUEE,865,1
ZJSY,UHWW,491,1
ZJSY,UNNT,609,1
ZJSY,UWKD,803,1
ZJSY,UWUU,755,1
ZKPY,UHWW,218,1
ZSPD,OMDB,801,1
ZSPD,UHHH,365,1
ZSPD,UUDD,845,1
ZSPD,UUEE,847,2
ZSSS,UHWW,310,1
ZSSS,UIII,414,1
ZWWW,UUDD,510,1
ZYHB,UEEE,328,2
ZYHB,UHHH,222,1
ZYHB,UHSS,273,1
ZYHB,UHWW,200,3
